delta0,delta1,delta2,delta3,delta4
0016,0026,0027,0019,0020
0017,0027,0029,0023,0020
0017,0031,0027,0024,0025
0016,0032,0027,0024,0025
0016,0032,0027,0026,0025
0016,0033,0028,0026,0021
0018,0035,0028,0026,0022
0018,0039,0028,0027,0022
0018,0039,0030,0026,0023
0014,0034,0030,0026,0023
0014,0025,0026,0021,0022
0012,0024,0021,0018,0018
0010,0018,0021,0018,0018
0008,0016,0021,0012,0010
0007,0009,0018,0011,0009
0005,0008,0011,0011,0009
0005,0006,0011,0004,0007
0004,0004,0006,0003,0006
0004,0004,0005,0002,0004
0004,0004,0003,0001,0004
0003,0003,0003,0002,0002
0001,0003,0003,0000,0002
0001,0000,0004,0002,0000
0001,-001,0000,0002,0000
0000,-001,-001,0002,0000
0000,-001,-001,0000,0001
0000,-001,-001,0000,0002
0001,-001,-001,0000,0002
0001,-001,-001,-003,0001
0001,-001,-001,-003,0000
