delta0,delta1,delta2,delta3,delta4
0013,0031,0025,0028,0021
0015,0032,0025,0028,0024
0015,0041,0030,0029,0024
0015,0041,0030,0029,0024
0016,0029,0028,0029,0024
0016,0028,0024,0020,0017
0016,0024,0024,0020,0017
0011,0018,0018,0020,0017
0009,0016,0015,0013,0006
0009,0008,0015,0013,0006
0005,0006,0004,0013,0006
0005,-002,0003,0004,0000
0005,-002,0003,0004,0000
0000,-002,0001,0004,0000
0000,-003,-001,0004,0002
0000,-003,-001,0004,0002
0001,-003,-001,0004,0002
0001,-003,-004,0002,-003
0001,-003,-004,0002,-003
0002,-003,-004,0002,-003
0004,-003,-005,0002,-004
0004,-003,-005,0002,-004
-003,-003,-005,0002,-004
-003,-002,-002,0001,-005
-001,-002,-002,0001,-005
-001,-002,-002,0001,-005
-001,-002,0000,0000,-001
-001,-002,0000,0000,-001
0001,-002,0001,0000,-001
0004,0000,0002,-001,-003
