delta0,delta1,delta2,delta3,delta4
0014,0044,0023,0024,0025
0015,0057,0023,0024,0025
0015,0057,0023,0024,0025
0013,0054,0024,0019,0025
0012,0040,0021,0019,0023
0010,0032,0021,0018,0019
0008,0017,0015,0013,0018
0007,0009,0015,0012,0014
0007,0009,0009,0011,0011
0003,0004,0004,0006,0006
0003,0003,0004,0004,0005
0002,0000,0000,0001,0002
0002,0000,0000,0001,0001
-001,-001,0000,0001,0001
-001,-001,0000,0001,0001
-001,-001,0001,-004,0001
-001,0000,0002,-004,0001
0000,0000,0002,0001,0001
0000,-003,-005,0001,0001
0000,-003,-005,0001,0001
0001,0000,0000,-002,0001
0001,0000,0000,-002,0001
0001,0000,0000,-002,0001
0001,0001,-001,-003,-003
0002,0001,-001,-001,-003
0003,0001,-001,-002,-003
0002,0002,0000,-002,-002
0002,0002,0000,-003,-002
0002,0002,0000,-003,-002
-001,-001,-004,-003,0003
