delta0,delta1,delta2,delta3,delta4
0016,0026,0024,0020,0022
0015,0026,0024,0020,0022
0015,0029,0025,0021,0024
0015,0031,0025,0021,0024
0017,0031,0025,0021,0027
0019,0044,0027,0026,0026
0019,0046,0028,0026,0026
0019,0053,0029,0027,0026
0019,0075,0031,0029,0029
0019,0079,0032,0029,0029
0019,0079,0032,0029,0029
0021,0071,0034,0028,0027
0021,0061,0034,0026,0027
0015,0032,0030,0026,0026
0013,0031,0025,0021,0019
0013,0021,0023,0013,0019
0007,0011,0017,0010,0010
0007,0010,0013,0009,0006
0007,0006,0010,0005,0004
0005,0006,0007,0004,0004
0004,0000,0003,0003,0005
0004,0000,0001,0003,0005
0004,0000,0001,0001,0004
0005,0003,0002,-001,-001
0005,0003,0002,-001,-001
0002,0003,0005,-001,-001
0002,0002,0003,-004,0001
0003,0002,0003,-004,0001
0003,0002,0003,-004,0001
0003,-001,-005,-003,0000
