delta0,delta1,delta2,delta3,delta4
0013,0036,0025,0022,0022
0016,0038,0025,0024,0024
0016,0053,0025,0024,0024
0019,0060,0026,0027,0025
0019,0063,0026,0028,0027
0022,0101,0031,0031,0031
0022,0119,0031,0032,0032
0022,0119,0031,0032,0032
0022,0115,0031,0032,0032
0022,0105,0031,0032,0032
0019,0088,0031,0027,0028
0018,0070,0027,0024,0027
0014,0033,0023,0023,0025
0014,0023,0023,0023,0025
0014,0018,0023,0023,0025
0014,0015,0023,0023,0025
0008,0009,0013,0006,0009
0005,0005,0011,0006,0008
0004,0002,0003,0003,0006
0004,0002,0002,0003,0005
0004,0004,0002,-001,0004
0004,0004,0002,-001,0004
0000,0003,0004,-001,0002
0000,0001,-001,0000,0002
0000,0001,0000,0000,0002
0001,0001,0000,0000,0002
0001,0000,0000,-005,0001
0001,0000,-003,-003,0001
0001,0000,-003,-003,0001
-002,0000,-003,-002,-001
