delta0,delta1,delta2,delta3,delta4
0017,0025,0028,0024,0020
0017,0035,0028,0025,0027
0021,0042,0029,0025,0027
0021,0053,0034,0035,0027
0021,0072,0034,0035,0036
0023,0083,0035,0035,0036
0023,0085,0035,0034,0036
0023,0086,0038,0034,0037
0023,0086,0038,0034,0036
0023,0079,0037,0032,0034
0022,0055,0032,0029,0031
0012,0030,0029,0027,0022
0011,0022,0028,0019,0016
0009,0014,0025,0016,0016
0008,0011,0013,0016,0015
0005,0008,0010,0010,0008
0005,0005,0008,0010,0008
0004,0005,0005,0010,0005
0002,0002,0005,0008,0005
0002,0002,0010,0008,0006
0002,0002,0010,0008,0006
0004,0001,0007,0007,0004
0004,-001,0003,0004,0004
0005,0001,0006,0002,0003
0003,0001,0004,0002,0004
0003,0001,0004,0002,0003
0000,-003,0000,0002,0004
0000,-003,0000,0004,0003
0000,-001,0000,-002,0004
0000,-001,-001,-002,0003
