delta0,delta1,delta2,delta3,delta4
0013,0021,0030,0022,0018
0014,0021,0030,0022,0018
0015,0024,0030,0022,0019
0015,0024,0031,0027,0021
0022,0028,0031,0027,0021
0022,0028,0031,0028,0022
0022,0030,0030,0028,0023
0023,0033,0030,0028,0023
0023,0032,0030,0028,0023
0023,0033,0030,0026,0024
0019,0032,0030,0026,0024
0019,0027,0030,0024,0022
0019,0025,0024,0024,0018
0013,0015,0024,0024,0017
0012,0014,0020,0013,0017
0012,0013,0018,0013,0017
0006,0011,0017,0011,0011
0006,0005,0012,0008,0006
0004,0004,0009,0008,0001
0001,0004,0009,0006,0001
0001,0004,0007,0004,0001
0001,0004,0007,0001,0001
0004,0004,0007,0001,0001
0004,0002,0005,0001,-001
0004,0002,0003,0000,0000
0003,0002,0003,-001,-001
0003,0001,0003,-001,0000
0001,0000,0002,0002,0000
-001,0000,0000,0002,0000
-001,0000,0000,0000,0001
