delta0,delta1,delta2,delta3,delta4
0020,0058,0031,0033,0027
0020,0058,0031,0033,0027
0016,0058,0032,0033,0027
0016,0061,0031,0034,0027
0016,0062,0031,0034,0027
0022,0065,0031,0034,0027
0022,0065,0028,0033,0026
0022,0051,0028,0033,0026
0013,0023,0023,0025,0021
0013,0021,0021,0019,0013
0013,0009,0014,0019,0013
0009,0009,0012,0015,0010
0008,-002,0002,0003,0000
0008,-002,0002,0003,0000
0000,-002,-002,0003,0000
0000,-003,-002,0002,-002
-001,-003,-002,0002,-002
-002,-003,-001,0002,-002
-002,0001,-001,0003,-005
-001,0001,-001,0003,-005
0003,0001,0002,0003,-005
0003,-002,-003,0003,0002
0003,-002,-003,0003,0002
-001,-002,-003,0003,0002
-001,-001,-004,0001,-005
-001,-001,-004,0001,-005
-002,-001,-004,0001,-005
-002,-002,-003,0004,-001
-002,-002,-003,0004,-001
-001,-002,-003,0004,-001
