delta0,delta1,delta2,delta3,delta4
0018,0053,0029,0029,0027
0018,0078,0033,0029,0028
0018,0088,0033,0033,0034
0020,0088,0031,0033,0034
0016,0073,0030,0030,0025
0013,0028,0030,0028,0021
0008,0013,0021,0024,0017
0007,0013,0015,0017,0016
0007,0009,0012,0013,0011
0005,0009,0011,0013,0008
0004,0007,0009,0011,0008
0004,0003,0009,0010,0004
0004,0003,0003,0010,0003
0001,0003,0003,0010,0003
0001,0003,0003,0007,0001
0001,0004,0003,0007,0001
0000,0001,0003,0005,0001
0000,0001,0003,0003,0001
0000,0001,0002,0003,0000
0001,-001,0002,0003,0000
0001,-001,0002,0005,0001
0000,-001,0006,0005,0001
-001,0001,0003,0005,0001
-001,0001,0003,0001,0002
-001,0001,0001,0001,-001
0001,0001,0001,0001,0001
0001,0001,0001,0001,0000
0001,0004,-001,-001,0000
-001,0000,-001,-001,0000
-001,0000,-001,0003,0001
