delta0,delta1,delta2,delta3,delta4
0014,0030,0026,0024,0023
0014,0030,0026,0024,0023
0018,0031,0028,0025,0023
0018,0039,0028,0025,0028
0018,0039,0029,0025,0028
0018,0042,0029,0025,0028
0020,0064,0031,0031,0030
0020,0064,0031,0031,0030
0020,0066,0031,0031,0031
0019,0065,0031,0028,0031
0019,0065,0031,0028,0031
0019,0065,0031,0028,0032
0021,0069,0031,0030,0034
0021,0069,0030,0030,0034
0019,0041,0027,0023,0023
0018,0035,0026,0023,0022
0012,0018,0020,0014,0014
0007,0011,0016,0014,0013
0006,0010,0009,0010,0008
0006,0002,0005,0005,0008
0003,0002,0005,0003,0008
0003,0004,0005,0002,0004
0003,0004,0004,0000,0004
0003,0002,0002,0000,0004
0003,0001,0002,-002,0003
0003,0001,0002,-002,0003
0003,0001,0001,-002,0003
0001,0000,0001,-001,0000
0001,0000,0001,-001,0000
0001,0000,0001,0000,0000
