delta0,delta1,delta2,delta3,delta4
0017,0043,0029,0023,0026
0017,0053,0030,0029,0026
0017,0055,0030,0029,0029
0017,0069,0030,0029,0030
0018,0075,0030,0029,0035
0016,0095,0031,0036,0035
0018,0124,0031,0036,0035
0019,0124,0030,0028,0031
0019,0122,0030,0028,0031
0019,0122,0030,0028,0031
0019,0122,0030,0028,0031
0019,0117,0031,0031,0035
0020,0114,0032,0031,0035
0018,0092,0031,0028,0031
0018,0048,0027,0027,0027
0006,0021,0016,0023,0021
0006,0014,0016,0023,0021
0006,0014,0016,0023,0021
0006,0008,0016,0023,0021
0007,0005,0011,0009,0011
0007,0005,0010,0007,0008
-001,0002,0003,0006,0006
-001,0000,0003,0002,0004
0000,0000,0003,0002,0004
0000,0000,0003,0002,0004
-001,0000,0003,0002,0003
-003,-002,-004,0004,0003
-001,-002,-003,0004,0003
0001,-004,-003,0001,0003
0001,-004,-003,0001,0003
