delta0,delta1,delta2,delta3,delta4
0008,0028,0029,0025,0020
0014,0054,0029,0027,0027
0014,0054,0029,0027,0027
0017,0061,0029,0026,0021
0013,0061,0029,0026,0021
0013,0062,0029,0028,0023
0010,0062,0028,0028,0023
0009,0037,0027,0025,0023
0009,0021,0023,0018,0021
0004,0011,0017,0014,0016
0004,0009,0016,0014,0011
0002,0009,0012,0014,0009
0002,0006,0010,0010,0008
0002,0008,0008,0009,0006
0000,0004,0006,0009,0003
0005,0008,0002,0009,0001
0000,0001,0002,0001,0001
0002,0003,0005,0001,0002
0000,0001,0005,0003,0002
0002,0001,0005,0003,0002
-001,0001,0004,0003,0002
-003,0001,0004,0002,0000
-003,0001,0004,0005,0000
-005,-001,0002,0002,0000
-006,-002,0005,0002,-001
-006,-002,0001,0002,0001
-006,-002,0001,0001,0000
0002,0000,-002,0001,0000
0002,0003,-002,0001,0000
0002,0003,-002,0002,-001
