delta0,delta1,delta2,delta3,delta4
0014,0027,0023,0021,0020
0016,0038,0027,0022,0024
0016,0039,0028,0022,0024
0016,0047,0030,0022,0024
0022,0075,0032,0029,0029
0022,0101,0032,0029,0029
0022,0102,0031,0030,0028
0022,0102,0031,0030,0028
0022,0101,0031,0030,0028
0022,0095,0031,0030,0028
0023,0094,0035,0030,0028
0023,0089,0035,0029,0028
0021,0063,0027,0025,0026
0021,0044,0027,0025,0026
0021,0026,0027,0025,0026
0021,0018,0027,0025,0026
0021,0018,0027,0025,0026
0009,0011,0017,0011,0011
0006,0008,0007,0008,0008
0005,0007,0005,0007,0006
0005,0001,0005,0003,0005
0003,0001,0005,0003,0004
0003,0003,0005,0003,0004
0003,0003,0005,-003,0004
0001,0004,0002,-003,0001
0001,0004,0002,-003,0000
0002,0004,0002,-003,0000
0003,0004,0004,-003,0000
0002,0001,0001,0001,0002
0002,0001,0001,0001,0002
