delta0,delta1,delta2,delta3,delta4
0011,0040,0027,0024,0023
0011,0061,0027,0024,0023
0020,0066,0032,0024,0026
0020,0077,0033,0029,0027
0020,0077,0033,0029,0027
0012,0070,0028,0029,0025
0011,0047,0026,0023,0020
0011,0026,0023,0023,0020
0008,0013,0014,0018,0014
0008,0010,0013,0011,0009
0008,0009,0013,0009,0009
0007,0009,0010,0009,0009
0005,0003,0001,0001,0002
0005,0003,0001,0001,0002
-002,0003,0001,0001,0002
-002,0004,0004,0001,0001
-002,0004,0004,0001,0001
-001,0002,0002,0000,0001
-001,0001,-001,-001,0001
-001,0001,-001,-001,0001
-002,0001,-001,-001,0001
-002,0003,0000,0001,0003
-004,0003,0000,0001,0003
-004,0003,0000,0001,0004
-004,0003,0000,0000,-001
-003,0003,0000,0000,-001
-003,0000,0000,0000,-001
-003,0000,0000,0001,0002
-001,0000,0000,0001,0002
0002,0001,0000,0001,0003
