delta0,delta1,delta2,delta3,delta4
0016,0031,0026,0026,0022
0019,0032,0029,0026,0023
0022,0039,0027,0026,0024
0022,0040,0028,0027,0025
0019,0045,0028,0031,0029
0019,0050,0034,0031,0029
0019,0054,0034,0031,0029
0020,0054,0032,0029,0027
0018,0051,0030,0027,0025
0018,0044,0029,0027,0025
0017,0037,0029,0027,0025
0017,0035,0028,0027,0025
0017,0034,0028,0026,0025
0013,0027,0026,0024,0018
0010,0017,0017,0016,0015
0007,0013,0014,0015,0012
0006,0012,0013,0010,0009
0005,0008,0012,0010,0008
0005,0006,0010,0009,0005
0004,0004,0001,0008,0004
0002,0004,0001,0005,0002
0002,0004,0003,0005,0003
0002,0004,0003,0005,0001
0004,0004,0001,0001,0000
0004,0001,0000,0001,0000
0001,0000,0001,0005,0000
0001,0001,0003,0005,0002
0001,0000,0003,0005,0002
-001,0002,0003,0003,0001
-001,0002,0002,0003,0001
