delta0,delta1,delta2,delta3,delta4
0014,0042,0031,0026,0023
0014,0043,0031,0029,0023
0016,0043,0030,0029,0023
0016,0043,0028,0029,0023
0016,0043,0028,0029,0023
0014,0052,0028,0029,0023
0013,0052,0027,0027,0023
0013,0039,0027,0024,0020
0006,0019,0020,0024,0017
0006,0013,0016,0014,0012
0006,0011,0013,0012,0011
0006,0010,0012,0011,0010
0006,0005,0011,0008,0008
0004,0004,0009,0006,0006
0002,0003,0005,0007,0005
0002,0003,0005,0006,0005
0002,0005,0005,0006,0005
0001,0006,0002,0004,0003
0001,0005,0002,0006,0002
0001,0001,0000,0003,0001
0002,0001,0000,0003,0001
0005,0001,0000,0003,0001
0005,0000,0000,0006,0001
0001,0000,0002,0006,0002
0001,0003,0002,0006,0001
0001,0003,0002,0000,0002
0002,0005,0002,0000,0000
0000,0005,0002,0000,0000
0000,0000,0000,0000,0000
-001,0000,0000,0000,0001
