delta1,delta2,delta3,delta4,delta5,delta6,delta7,delta8,delta9
0000,0001,0002,0001,0001,0001,0001,0000,0002
0000,0000,0000,0000,0001,0001,0001,0000,0000
0001,0000,0000,-001,0000,0002,0001,0000,0000
0001,0000,0000,-001,0000,0002,0001,0000,0000
0001,0000,0001,0001,0001,0002,0001,0000,0001
0003,0000,0002,0002,0001,0002,0001,0002,0000
0003,0000,0002,0001,0001,0002,0001,0002,0000
0003,0001,0002,0000,0002,0002,0001,0002,0000
0001,0001,0002,0000,0003,0000,0001,0002,0000
0001,0001,0001,0001,0003,0000,0001,0002,0001
0002,0001,0002,0003,0004,0002,0002,0004,0001
0004,0004,0002,0004,0006,0005,0003,0005,0001
0003,0005,0002,0004,0009,0004,0002,0006,0000
0004,0010,0002,0005,0010,0005,0003,0010,0000
0004,0014,0003,0006,0020,0005,0005,0011,0001
0005,0018,0003,0008,0025,0005,0005,0014,0001
0006,0021,0003,0008,0027,0004,0004,0015,0001
0006,0021,0003,0008,0027,0004,0004,0015,0001
0006,0021,0003,0008,0029,0004,0004,0015,0001
0006,0021,0003,0008,0029,0004,0004,0015,0001
0006,0021,0003,0008,0028,0004,0004,0015,0001
0006,0021,0003,0008,0028,0004,0004,0015,0001
0006,0021,0002,0007,0028,0004,0005,0016,0002
0006,0021,0002,0007,0026,0004,0005,0016,0003
0005,0018,0002,0007,0024,0004,0005,0016,0003
0005,0015,0003,0007,0021,0003,0005,0015,0003
0005,0013,0002,0007,0018,0003,0006,0011,0003
0009,0012,0001,0006,0014,0004,0006,0011,0004
0009,0012,0001,0006,0014,0004,0006,0011,0004
0009,0012,0001,0006,0014,0004,0006,0011,0004
0009,0012,0001,0006,0013,0004,0006,0011,0004
0009,0012,0001,0006,0012,0004,0006,0011,0004
0009,0012,0001,0006,0011,0004,0006,0011,0004
0005,0007,0001,0005,0011,0004,0004,0008,0001
0005,0006,0001,0005,0008,0002,0003,0005,0001
0003,0004,0001,0003,0006,0001,0003,0004,0001
0002,0001,0001,0003,0004,0001,0003,0004,0000
0002,0000,-001,0003,0002,0000,0003,0004,0000
0002,0000,-001,0000,0002,0000,0000,0002,-002
0001,0000,-001,0000,0001,0000,0000,0000,-002
0000,-001,-001,0000,0000,0000,-001,0000,-001
0001,-001,-001,0000,0000,-001,0000,0001,-001
0000,-001,0001,0000,0000,-001,-001,0001,-002
-001,-001,0001,-001,0002,0000,0001,0000,-002
-001,-001,-001,0000,0002,0001,-001,-001,-001
-001,-002,-001,-001,-001,0001,-001,0000,-001
0000,0000,-002,0000,-001,0001,-002,0000,-001
0000,0000,-002,-001,-001,-001,-002,0000,-001
0000,0000,-002,-001,0000,0001,0001,0000,0001
0000,0000,-001,-001,0000,0001,0001,0000,0001
0001,0000,-001,-001,-001,0001,0001,0000,-001
0000,-001,-001,-001,-001,-002,0001,0000,-002
0000,0000,-001,-001,-001,-002,-001,0000,-002
0000,0000,0000,-001,0001,0001,0000,0000,-002
-001,0000,0000,-001,-001,0001,-001,0001,-001
