delta1,delta2,delta3,delta4
-0001,00001,00003,00002
00000,00002,00001,00002
-0002,00002,00005,00001
00000,00001,00003,00003
00003,00000,00002,00001
-0002,00001,00001,00002
00000,00002,00001,00003
00000,00003,00001,00003
00007,00009,00008,00003
00001,00003,00002,00002
00000,00000,00003,00004
00002,00001,00003,00005
00003,00002,00003,00009
00013,00007,00005,00017
00020,00009,00009,00031
00023,00009,00009,00033
00024,00009,00009,00029
00022,00009,00009,00025
00022,00009,00009,00019
00023,00009,00009,00019
00022,00022,00013,00012
00022,00020,00013,00012
00015,00019,00006,00005
00009,00019,00006,00005
00006,00019,00006,00005
00004,00019,00006,00005
00001,00019,00006,00005
00002,00019,00006,00005
00000,00003,00002,00002
00000,00002,00002,00001
-0001,00002,00002,00001
-0001,00001,00003,-0003
00002,00002,00003,00003
00000,00001,00003,00002
00000,00003,00001,00001
-0003,00002,00002,00003
00000,00001,00001,00000
00000,00002,00000,00001
-0001,00003,00003,00001
-0003,00001,00001,00003
00000,00001,00001,00002
00000,00004,00002,00002
-0002,00002,00002,00002
00000,00002,00002,00001
-0001,00001,00001,00001
00000,00002,00003,00000
00000,00002,00002,00001
-0002,00002,00002,00002
-0001,00003,00001,00002
00000,00002,00001,00001
-0001,00002,00003,00003
-0003,00001,00002,00003
00000,00002,00000,00001
-0001,00002,00002,00000
-0002,00001,00000,00003
