delta1,delta2,delta3,delta4
00000,00000,-0001,00000
00002,00001,00002,00000
00000,00001,00000,00001
00002,00001,00002,00001
00003,00002,00001,00001
00003,00003,00002,00000
00004,00002,-0001,00000
00004,00000,00000,00002
00004,00003,00001,00003
00010,00003,00001,00001
00012,00005,00001,00002
00018,00002,00001,00002
00019,00003,00003,00006
00022,00007,00003,00007
00023,00007,00003,00007
00025,00007,00003,00007
00026,00007,00003,00007
00028,00007,00003,00007
00032,00007,00003,00007
00035,00013,00007,00020
00035,00013,00007,00021
00035,00013,00007,00025
00035,00013,00007,00027
00035,00013,00007,00030
00035,00013,00007,00033
00046,00020,00013,00036
00046,00029,00013,00036
00046,00018,00013,00036
00048,00025,00019,00047
00048,00024,00019,00047
00048,00028,00019,00047
00048,00031,00019,00047
00048,00033,00019,00047
00048,00035,00019,00047
00054,00038,00047,00056
00054,00038,00053,00056
00054,00038,00058,00056
00054,00038,00060,00056
00054,00038,00062,00056
00054,00038,00062,00056
00053,00045,00062,00041
00045,00042,00049,00027
00037,00040,00030,00016
00021,00031,00012,00008
00021,00031,00009,00007
00021,00031,00007,00004
00021,00031,00004,00003
00021,00031,00002,00001
00021,00031,00002,00002
00004,00004,00001,00000
00003,00003,00001,00000
00002,00001,00001,00000
00000,00004,00001,00000
00000,00000,00001,00000
00001,00003,00001,00000
