delta1,delta2,delta3,delta4
00001,00001,00001,00000
00000,00000,00000,00002
00002,00001,-0001,00000
00002,00001,-0001,00000
00004,00003,00000,-0001
00003,00002,00000,00001
00003,00001,00002,00000
00006,00001,00001,00002
00005,00003,00001,00000
00008,00002,00001,00003
00010,00004,00001,00002
00014,00004,00001,00004
00015,00003,00003,00009
00021,00006,00002,00008
00024,00006,00002,00008
00024,00006,00002,00008
00026,00006,00002,00008
00026,00006,00002,00008
00029,00006,00002,00008
00028,00010,00006,00020
00028,00010,00006,00021
00028,00010,00006,00023
00028,00010,00006,00026
00028,00010,00006,00026
00028,00010,00006,00026
00028,00015,00011,00026
00030,00018,00017,00027
00028,00018,00019,00025
00027,00024,00024,00026
00027,00020,00025,00026
00027,00020,00028,00026
00027,00027,00027,00026
00027,00027,00027,00026
00027,00028,00027,00026
00027,00029,00027,00026
00027,00031,00027,00026
00027,00036,00021,00016
00021,00032,00015,00010
00021,00032,00010,00008
00021,00032,00008,00006
00021,00032,00005,00004
00021,00032,00004,00000
00021,00032,00002,00003
00005,00007,00002,00001
00002,00005,00002,00001
00003,00002,00002,00001
00004,00002,00002,00001
00002,00000,00002,00001
00001,00001,00002,00001
00000,00001,00001,00001
-0003,00001,-0004,-0001
-0002,-0001,00001,00002
00001,00000,-0002,-0001
00000,00000,-0001,00000
00000,00001,00000,00000
