delta1,delta2,delta3,delta4
00006,00002,-0012,00002
-0002,00001,-0010,00005
00001,00002,-0011,00003
00000,00002,-0011,00002
-0001,00000,-0009,00003
00001,00002,-0012,00003
00003,00001,-0011,00003
00001,00000,-0011,00003
-0002,00001,-0011,00003
00001,00001,-0011,00000
-0001,00001,-0010,00005
00000,00001,-0011,00004
00003,00004,-0009,00004
00005,00004,-0007,00012
00014,00008,-0001,00023
00014,00008,-0001,00025
00014,00008,-0001,00022
00014,00008,-0001,00019
00015,00014,-0007,00008
00003,00007,-0009,00003
00000,00002,-0010,00005
00001,00002,-0011,00003
00000,00000,-0010,00002
00002,00004,-0011,00002
00000,00001,-0011,00004
-0001,00000,-0009,00004
00000,00001,-0011,00001
00000,00001,-0011,00002
-0002,-0004,-0010,00006
00000,00002,-0009,00004
00001,00001,-0010,00000
-0002,-0001,-0011,00001
00000,00003,-0011,00000
00002,00002,-0011,00001
00000,00002,-0011,00002
00000,00003,-0009,00003
-0004,00003,-0009,00003
00001,00004,-0012,00001
00001,00003,-0010,00001
00001,00001,-0010,00002
00000,00000,-0010,00004
00001,00002,-0012,00002
-0001,00003,-0011,00003
00001,00002,-0011,00001
00000,00001,-0009,00002
-0003,00002,-0011,00003
-0001,00002,-0009,00002
-0001,00001,-0010,00003
00000,00000,-0008,00003
00000,00002,-0009,00002
00001,00002,-0010,00002
-0001,00001,-0010,00003
-0003,00001,-0009,00005
00001,00001,-0011,00002
00001,00001,-0010,00003
