delta1,delta2,delta3,delta4
00001,-0001,00000,00002
-0001,-0002,00000,00002
00001,-0001,00000,00001
-0002,00001,00002,00002
00004,00001,00000,00002
00001,00002,00001,00004
00000,-0001,00002,00003
00003,00000,00001,00000
00003,00000,00000,00003
00002,00001,00000,00002
00003,00000,00003,00002
00006,00003,00001,00002
00008,00003,00001,00005
00011,00003,00003,00011
00023,00015,00015,00019
00020,00015,00015,00019
00006,00011,00002,00005
00004,00001,00000,00002
00004,00002,00001,00002
-0001,00002,00000,00003
-0001,00001,00001,00002
00000,00003,00002,00002
00002,00001,00000,00003
-0002,00001,00000,00002
00001,00000,00000,00002
00000,00001,00000,00002
-0004,00003,-0002,00001
00000,00001,00000,00002
00003,-0006,00000,00002
00000,00000,00001,00002
-0002,00001,00001,00002
00002,-0001,00000,00004
00001,00001,00001,00002
00001,00001,-0005,00003
00000,00000,00000,00002
00000,00000,-0001,00001
00002,00001,-0002,00003
00001,00001,00000,00002
00000,00001,-0002,00000
00000,-0001,00000,00002
00000,00000,00001,00003
-0002,00001,00000,00000
00001,00000,00000,00002
00001,00001,00001,00002
00001,00001,-0001,00002
-0002,00000,00000,00003
00000,-0001,00000,00000
-0001,00000,00000,00002
-0001,00001,00001,00001
-0002,00002,00000,00002
-0001,00000,00001,00004
-0001,00000,-0001,00001
-0002,00000,00000,00002
-0002,00000,00001,00002
-0002,00000,00002,00003
