delta1,delta2,delta3,delta4
00000,00002,-0001,00001
-0001,00001,00000,00002
00001,00002,00001,00001
00001,00001,-0001,-0001
00001,00003,00000,00000
-0001,00000,00000,00003
-0001,00001,-0001,00001
00003,00001,00001,00001
00002,-0001,00001,00002
00001,00003,00000,00003
00001,00002,00001,00002
00002,00001,00000,00004
00004,00003,00001,00006
00008,00004,00005,00015
00018,00007,00015,00034
00018,00007,00015,00038
00018,00007,00015,00033
00018,00007,00015,00026
00018,00007,00015,00022
00018,00007,00015,00019
00021,00024,00019,00014
00017,00023,00019,00014
00017,00019,00019,00014
00012,00017,00010,00009
00010,00010,00006,00003
00006,00008,00002,00002
00005,00005,00001,00001
00002,00002,00000,00002
00002,00001,00000,00004
00002,00002,-0001,00000
-0001,00003,00000,00002
00002,00002,00000,00001
00002,00003,-0001,00001
00002,00004,00000,00001
-0001,00002,-0001,-0001
00000,00004,00000,00003
00003,00004,-0001,00000
00001,00002,00000,00001
00000,00003,00001,00001
00003,00001,-0001,00002
00002,00003,00000,00006
00000,00002,00000,00001
00001,00002,00000,-0001
00000,-0002,-0003,00001
00000,00003,00000,00001
-0001,00001,00000,00000
00002,00002,-0001,00000
00001,00001,00000,00001
00000,00001,00000,00000
00002,00002,00000,00002
00001,-0001,00000,00001
00001,00002,-0001,00002
00000,-0001,00000,00002
00000,00001,00000,00002
00001,00001,00000,00001
