delta1,delta2,delta3,delta4
00002,00003,-0008,00003
00001,00001,-0007,00002
-0002,00001,-0007,00004
-0001,00001,-0008,00002
00001,00004,-0009,00003
00000,00003,-0008,00002
00003,00002,-0007,00003
00004,00005,-0009,00004
00004,00002,-0009,00003
00003,-0001,-0008,00005
00005,00004,-0008,00007
00007,00004,-0007,00009
00008,00004,-0006,00011
00010,00007,-0007,00011
00014,00008,00000,00026
00014,00008,00000,00027
00014,00008,00000,00028
00014,00008,00000,00030
00014,00008,00000,00034
00014,00008,00000,00029
00031,00035,00019,00025
00031,00036,00019,00025
00028,00033,00019,00025
00024,00026,00019,00025
00018,00017,00019,00025
00008,00012,-0006,00005
00008,00012,-0006,00004
00008,00012,-0006,00004
00008,00012,-0006,00002
00008,00012,-0006,00005
00008,00012,-0006,00000
00002,00002,-0010,00002
00001,00000,-0008,00002
-0002,00002,-0009,00002
00000,00000,-0011,-0001
00000,00000,-0009,00001
00000,00003,-0009,00002
-0001,00001,-0009,00002
00000,00002,-0010,00000
00000,00001,-0009,00000
-0002,00001,-0010,00002
00000,-0003,-0011,00002
-0001,00000,-0009,00003
00000,00001,-0009,00001
00001,00000,-0008,00002
-0002,-0001,-0009,00002
-0001,-0001,-0010,00001
-0001,00001,-0010,00002
-0002,00002,-0010,00001
-0002,00000,-0009,00001
00000,-0001,-0009,00002
00002,-0007,-0006,00003
-0001,00000,-0011,00000
-0001,00001,-0009,00002
-0003,00000,-0008,00001
