delta1,delta2,delta3,delta4
00000,-0002,00000,00001
-0001,00001,00001,00000
00001,00002,00002,00002
00000,00000,00000,00003
00000,00000,00002,00002
00001,00002,00000,00001
00002,00001,00001,00004
-0001,00000,00003,00005
00005,00002,00004,00003
00002,00003,00000,00005
00006,00001,00002,00009
00008,00002,00005,00012
00011,00006,00005,00014
00013,00005,00009,00017
00018,00007,00013,00023
00018,00007,00013,00025
00018,00007,00013,00026
00018,00007,00013,00024
00018,00007,00013,00023
00018,00007,00013,00022
00026,00024,00021,00018
00025,00028,00022,00018
00023,00034,00017,00018
00022,00029,00017,00018
00019,00030,00017,00018
00019,00026,00017,00018
00015,00021,00006,00009
00015,00021,00006,00005
00015,00021,00006,00004
00015,00021,00006,00002
00015,00021,00006,00002
00015,00021,00006,00002
00004,00004,00001,00001
00004,00002,00001,00001
00004,00001,00001,00001
00004,00003,00001,00001
00004,00000,00001,00001
00004,00000,00001,00001
00002,00002,00001,00002
00001,00003,00000,00002
00000,00001,00001,00002
00000,00000,00001,00000
-0001,00001,00000,00001
-0001,00000,00002,00001
00000,00001,00000,00000
-0002,00000,00001,00002
-0005,00000,00003,00001
00001,00001,00000,00000
00000,00001,00000,-0001
00000,00001,00001,00000
-0001,00000,00001,00001
00001,00000,00001,00001
00001,00000,00001,00000
00000,00001,00001,00001
-0001,00001,00000,-0001
