delta1,delta2,delta3,delta4
00002,00001,00001,00002
00002,00000,00000,00002
00002,00002,00000,-0002
-0002,00001,00000,00002
00002,00000,00000,00003
00001,00002,00001,00003
00000,00002,00000,00002
00000,00005,00001,00004
00004,00002,00001,00005
00002,00003,00003,00009
00004,00004,00004,00010
00005,00006,00008,00014
00008,00007,00010,00019
00010,00008,00016,00022
00010,00008,00016,00023
00010,00008,00016,00023
00010,00008,00016,00021
00010,00008,00016,00025
00010,00008,00016,00022
00010,00018,00029,00022
00010,00018,00032,00022
00010,00018,00037,00022
00010,00018,00037,00022
00010,00018,00038,00022
00010,00018,00038,00022
00013,00030,00034,00017
00013,00026,00034,00017
00013,00027,00034,00017
00013,00025,00034,00017
00013,00024,00034,00017
00013,00021,00034,00017
00011,00022,00025,00009
00011,00022,00025,00008
00011,00022,00025,00009
00011,00022,00025,00007
00011,00022,00025,00005
00011,00022,00025,00004
00005,00011,00010,00007
00005,00009,00010,00007
00005,00009,00008,00007
00005,00006,00007,00007
00005,00007,00005,00007
00005,00008,00005,00007
00003,00009,00005,00002
00002,00003,00003,00003
00002,00003,00002,00000
00001,00005,00003,00001
00004,00003,00001,00002
00001,00002,00003,00003
00001,00002,00001,00002
00002,00002,-0002,00001
00001,00002,-0001,00001
00000,00000,00001,00003
00001,00001,00000,00000
00001,00000,00000,00001
