delta1,delta2,delta3,delta4
00000,00000,-0001,00002
00001,00002,-0001,00004
-0001,00003,-0001,00001
-0001,00000,00000,00002
-0001,00000,00001,00003
00002,-0002,00000,00002
-0001,00005,-0004,00003
00002,00002,00000,00000
00002,-0003,00005,00000
00001,00001,-0001,00002
00002,00000,00000,00001
00004,00000,00001,00005
00007,00005,00001,00005
00012,00004,00004,00013
00027,00011,00013,00021
00027,00011,00013,00015
00025,00011,00013,00015
00013,00011,00013,00015
00005,00005,00001,00004
00003,00002,00000,00004
00003,00001,00001,00001
00001,00001,00002,00001
00002,-0001,00002,00005
-0001,00000,00001,00002
00001,00001,00000,00001
-0001,00000,-0001,00001
00003,00002,00000,00002
00002,00001,00000,00000
00004,00001,00001,00001
00002,00001,00001,00004
-0001,00002,00002,00002
-0001,00002,00000,00002
00001,00000,00002,00002
00003,00001,00001,00001
00002,00002,00003,00002
00003,00002,00001,-0002
00004,00002,00001,00002
00001,00000,00000,00000
00003,00002,00001,00002
-0001,00000,00002,00004
00001,00001,00002,00002
-0003,-0001,00000,00001
00001,00001,00003,00003
00000,00001,00002,00002
00001,00000,00001,00001
00002,00002,00000,00002
00001,00001,00002,00003
-0001,00001,00002,00003
00001,00002,00002,00002
00001,00001,00002,00003
00004,00006,00003,00003
00002,00001,00001,00002
00001,00003,00001,00003
00000,00002,00001,00002
00003,00005,00001,00002
