delta1,delta2,delta3,delta4
-0002,00001,00001,00003
-0001,00002,00001,00003
00004,00000,00004,00004
00000,00000,-0001,00001
-0002,00001,00002,00003
00000,00003,00001,00001
00001,00002,00003,00003
00003,00002,-0001,00002
00000,00000,00004,00005
00002,00002,00002,00004
00003,00003,00003,00004
00007,00002,00002,00005
00007,00004,00002,00006
00012,00006,00004,00013
00015,00006,00007,00030
00015,00006,00007,00042
00015,00006,00007,00055
00015,00006,00007,00071
00015,00006,00007,00090
00015,00006,00007,00093
00034,00021,00033,00093
00039,00021,00038,00093
00043,00024,00046,00093
00039,00026,00048,00093
00040,00028,00053,00093
00041,00033,00044,00093
00042,00033,00037,00027
00029,00041,00020,00013
00029,00041,00020,00011
00029,00041,00020,00008
00029,00041,00020,00007
00029,00041,00020,00007
00029,00041,00020,00004
00005,00014,00004,00005
00007,00011,00001,00005
00004,00009,00004,00005
00003,00006,00002,00005
00001,00006,00004,00005
00002,00005,00003,00005
00002,00004,00000,00002
00000,00004,00001,00002
00000,00003,00002,00002
-0001,00003,00000,00003
-0002,00002,00001,00002
00000,00002,00002,00002
00000,00002,00002,00003
-0001,00003,00002,00002
00000,00002,00000,00002
00001,00003,-0001,00002
00000,00003,-0001,00002
00001,00001,00001,00001
-0001,00001,00002,00004
00000,00000,00001,00003
-0001,00003,00000,00000
-0001,00003,00002,00003
