delta1,delta2,delta3,delta4
00000,00000,-0002,00000
00000,00002,00000,00000
00001,00000,00001,00001
00002,00002,00001,00000
00000,00000,00000,00002
00000,00001,00000,00001
00002,00001,00000,00001
00002,00001,00000,00000
00000,00000,00001,00002
00003,00000,00000,00001
00005,00001,00001,00002
00001,00002,00003,00002
00003,00002,00001,00003
00017,00003,00002,00008
00029,00009,00004,00019
00037,00009,00004,00019
00035,00009,00004,00019
00029,00009,00004,00019
00026,00009,00004,00019
00021,00009,00004,00019
00019,00023,00014,00011
00019,00020,00014,00011
00014,00020,00011,00008
00012,00015,00011,00008
00012,00015,00011,00008
00007,00015,00011,00008
00013,00015,00011,00008
00015,00015,00011,00008
00013,00009,00004,00007
00011,00011,00006,00007
00013,00011,00004,00005
00012,00007,00004,00006
00005,00009,00003,00006
00007,00009,00004,00004
-0003,00008,00002,00004
00003,00002,00001,00002
00002,00004,00001,00003
00002,00003,00001,00002
00000,00002,00001,00001
00001,00002,-0002,00004
00001,00000,00000,00001
-0001,00001,00001,00001
00002,00002,00000,00001
00000,00000,00001,00003
00002,00001,00002,00002
00001,00000,00001,00001
00000,-0001,00002,00000
-0001,-0001,00000,00000
00000,00001,-0001,00002
00001,00001,00000,00001
00000,00000,00001,00002
-0004,00002,00002,00004
00000,00001,00000,-0001
-0002,-0002,00000,00003
00003,00000,-0001,-0001
