delta1,delta2,delta3,delta4
00002,00001,00000,00002
00000,00001,00002,00003
00000,00002,00001,00002
00000,00000,00000,00002
00000,00002,00000,00003
00000,-0001,00002,00003
00001,00000,00002,00002
00001,00002,-0001,00002
00003,-0003,00000,00002
00002,00002,-0001,00003
00002,00002,00001,00003
00002,00002,00001,00005
00009,00004,-0001,00007
00008,00004,00002,00012
00017,00007,00008,00026
00017,00007,00008,00028
00017,00007,00008,00028
00017,00007,00008,00028
00017,00007,00008,00024
00017,00007,00008,00016
00019,00026,00013,00014
00019,00019,00013,00014
00011,00011,00002,00007
00004,00003,00001,00004
00001,00002,-0001,00003
00001,00000,00000,00002
00003,00002,-0001,00003
00001,-0001,00000,00003
00004,00001,-0001,00003
-0001,00000,-0001,00002
00002,00001,-0001,00001
-0001,00002,00000,00001
00001,00000,00001,00002
00002,00001,-0001,00004
00002,00001,00001,00004
-0001,00000,00000,00002
00003,00003,-0002,00003
00001,00001,-0003,00003
00005,-0006,00004,00010
00002,00000,00000,00004
00000,00001,-0001,00004
00002,00002,00000,00003
00001,00001,00000,00001
00002,00002,-0001,00001
00001,-0003,-0002,00004
00001,-0001,-0002,00002
00000,00000,-0002,00003
00001,-0001,00000,00004
-0001,00000,-0001,00003
00003,00000,-0001,00002
00000,00000,00000,00003
00002,00000,00000,00002
00002,00001,-0001,00004
00003,00001,00000,00003
00003,00001,-0001,00007
