delta1,delta2,delta3,delta4
-0004,00002,00001,00005
00000,00001,00001,00001
-0003,00002,00001,00001
-0001,00001,00000,00002
00003,-0001,00003,00002
-0001,00001,00004,00002
00001,00003,00000,00001
00001,00002,00001,00002
00001,00001,00000,00000
-0002,00001,00002,00003
00003,00001,00002,00004
00004,00004,00003,00005
00011,00005,00005,00012
00021,00011,00010,00019
00023,00011,00010,00019
00022,00011,00010,00019
00023,00011,00010,00019
00016,00011,00010,00019
00009,00014,00002,00002
00004,00004,00001,00001
00002,00005,00003,00002
00000,00001,00003,00001
00004,00004,00001,-0001
00001,00002,00000,00002
00001,00002,00002,00002
00002,00005,00000,00001
00001,00002,00000,00002
00001,00002,00001,00001
00000,00001,00002,00001
00000,00002,00003,00004
00001,00001,00003,00002
00001,00001,00003,00002
-0001,00002,00001,00001
-0001,00001,00000,00001
00000,00000,00002,00003
00002,00000,00001,00003
-0001,00002,00000,00002
00002,00002,00002,00002
00001,00002,00000,00001
00000,00001,00002,00004
-0002,00000,00001,00001
00000,00001,00002,00002
00000,00001,00001,00001
00000,00001,00000,00002
-0001,-0001,00002,00003
00000,00003,00001,00002
-0001,00002,00002,00002
00000,00001,00001,00003
00001,00001,00001,00003
00000,00001,00001,00000
00000,-0001,00002,00002
-0001,00000,00002,00002
-0001,00000,00003,00002
-0001,00000,00002,00001
00000,00001,00002,00003
