delta1,delta2,delta3,delta4
-0002,00000,-0009,00001
00001,00002,-0009,00000
-0002,00000,-0008,00002
-0001,00004,-0007,00000
00001,00000,-0008,00001
-0001,00000,-0008,00003
00001,00000,-0008,00000
00002,00001,-0008,00002
00001,00002,-0007,00004
00003,00000,-0009,00005
00005,00002,-0006,00006
00006,00003,-0007,00005
00007,00004,-0005,00008
00012,00005,-0004,00018
00017,00008,00004,00027
00017,00008,00004,00028
00017,00008,00004,00031
00017,00008,00004,00029
00017,00008,00004,00027
00017,00008,00004,00027
00022,00020,00016,00024
00021,00021,00016,00024
00027,00020,00016,00024
00023,00020,00016,00024
00022,00026,00016,00024
00020,00026,00016,00024
00020,00023,00016,00024
00017,00022,00016,00024
00017,00021,00016,00024
00013,00018,00001,00007
00013,00018,00001,00006
00013,00018,00001,00006
00013,00018,00001,00004
00013,00018,00001,00002
00013,00018,00001,00003
00004,00007,-0007,00001
00004,00004,-0007,00001
00004,00003,-0007,00001
00004,00002,-0007,00001
00004,00003,-0007,00001
00004,00002,-0007,00001
00002,00002,-0007,00003
00000,00002,-0008,00000
00000,00002,-0008,00002
00000,00000,-0008,00001
00001,00002,-0008,00001
00000,00002,-0008,00001
00000,00001,-0007,00001
00002,00002,-0009,00001
-0001,00000,-0007,00002
00001,00000,-0008,00002
00001,00001,-0008,00001
-0002,00002,-0007,00001
-0001,00000,-0007,00002
-0001,00002,-0008,00000
