delta1,delta2,delta3,delta4,delta5,delta6,delta7,delta8,delta9
0000,0001,0000,-001,0000,0001,-001,-003,0002
0000,0001,0000,-001,0000,0001,-001,-001,0002
0000,0002,0003,-001,0000,0001,-001,-001,0002
0001,-001,0001,0000,0002,0001,0002,0007,0001
0001,-001,0001,0000,0002,0003,0002,0007,0001
0001,-001,0001,0000,0002,0002,0002,0009,0001
0000,0001,0002,0001,0006,0002,0003,0013,0005
0000,0001,0002,0001,0006,0002,0003,0013,0005
0000,0003,0002,0001,0006,0005,0002,0013,0005
0001,0002,0003,0000,0008,0005,0001,0011,0007
0001,0002,0003,-001,0008,0007,0001,0011,0007
0001,0002,0003,-001,0008,0006,0001,0011,0007
0002,0006,0003,0002,0014,0006,0003,0014,0006
0002,0008,0003,0002,0015,0006,0003,0014,0005
0002,0010,0004,0002,0021,0004,0003,0018,0005
0006,0016,0004,0002,0029,0004,0002,0015,0006
0006,0016,0004,0007,0029,-005,-004,0015,0006
0006,0016,0004,0007,0024,-005,-004,0015,0006
0006,0016,0004,0007,0024,-005,-004,0015,0006
0009,0010,0002,0010,0019,0001,0005,0013,0002
0017,0007,0002,0013,0010,0004,0007,0010,0002
0017,0002,0002,0018,0008,0004,0010,0006,0002
0008,0002,0004,0018,0007,0004,0010,0006,0002
0007,0002,0002,0009,0006,0003,0010,0003,0002
0005,0001,0002,0005,0003,0003,0010,0003,0002
0005,0000,0001,0002,0003,0003,0006,0003,0002
0004,0000,-001,0002,0003,0002,0003,0004,0002
0004,0001,-001,0002,0002,0001,0002,0000,0002
-002,0001,0000,0002,0002,0001,0000,0000,0002
-002,0001,0001,0002,0002,0001,0000,0000,0001
0000,0000,0001,0000,0001,0001,0001,0000,0001
0000,0000,-002,0000,0001,0000,0001,0000,0001
0000,0000,-002,0000,0001,0000,0001,0000,0001
0001,-002,0000,0000,0002,0002,0001,0000,0001
0001,-002,0000,0000,0002,0003,0001,0000,0001
0000,-002,0000,0000,0002,0002,-001,0000,0001
0000,-002,0000,0000,0000,0002,-001,-002,-002
0000,-002,0000,0000,0000,0002,0000,-001,-002
0000,-002,0000,0000,0000,0002,0001,-001,-002
-002,0001,0000,0001,0001,0002,0001,0001,0002
-003,0001,0000,0001,0001,0002,0000,0001,0002
-003,0001,0002,0001,0001,0002,0000,0001,0000
-001,0000,0001,0000,0000,0002,0003,-002,0000
0000,0000,0001,0000,0000,0001,0003,-001,0000
0000,0000,0001,0000,0000,0001,0002,-001,0003
0000,0001,0001,0000,0000,0001,-002,0003,-001
0001,0001,0001,0000,0000,0002,-002,0003,-001
0000,0000,0000,0000,0000,0003,-002,0002,-001
0001,0000,0000,0000,0001,0003,0001,0001,0001
0000,0000,0000,0000,0001,-001,0001,0001,0001
0002,0001,0000,0001,-001,-001,0001,0001,0001
0003,0001,0000,0001,-001,-001,0001,0002,0002
0003,0001,0000,0001,-001,0000,0001,0002,0002
0000,-001,-001,0001,0000,0002,0001,0002,0000
0000,-001,-001,0000,0000,0002,0000,0001,0000
