delta1,delta2,delta3,delta4,delta5,delta6,delta7,delta8,delta9
0000,0001,-001,0000,0000,0001,0001,0001,-001
0000,0002,-001,0000,0000,0001,0001,0001,0002
-001,0001,0000,0001,0000,0001,-001,0001,0001
-001,0001,0000,0001,0000,0001,-001,0001,0002
-001,0001,0000,0001,0000,0002,-001,0001,0002
0000,0001,-001,0001,0000,0000,-001,0000,0002
0000,0001,-001,0001,0000,0001,0000,0000,0002
0000,0001,-001,0001,-001,0001,0000,0000,0003
0000,0002,0003,-001,-001,0003,0000,0000,0004
0000,0002,0004,-001,0000,0003,0001,0001,0004
0000,0002,0005,-001,0000,0010,0001,0001,0011
0002,0008,0005,0000,0008,0011,0002,0005,0011
0003,0017,0003,0004,0016,0011,0006,0005,0007
0007,0017,0000,0005,0016,0006,0006,0012,0007
0010,0008,0000,0020,0012,0006,0016,0012,0005
0010,0005,0000,0020,0009,0006,0016,0007,0005
0002,0004,0001,0005,0003,0002,0009,0001,0003
0002,0003,0000,0005,0003,0002,0004,0001,0003
0001,0002,0000,-003,0002,0002,0000,0001,0001
0001,0002,0000,-003,0002,0002,0000,0003,0001
0001,0002,0000,0001,0000,0001,0001,0000,0002
0001,0002,0001,0001,0000,0001,0001,0000,0002
0001,0002,0000,0001,0000,0001,0001,0000,0002
0000,0000,0001,-001,0000,-004,0000,0000,0000
0000,0001,-001,-001,-001,-002,0000,0000,0001
0000,0001,-001,-001,-001,-002,0000,0000,0001
0000,0001,-001,0000,0000,-002,0000,0002,0001
0000,0000,0000,0000,0000,-003,0000,0002,0001
0000,0000,0000,0000,0000,-003,0000,0002,0001
0000,0000,0000,0002,-001,-001,0000,0000,0001
-001,0000,-001,0002,-001,-001,0002,0000,0001
-001,0000,-001,0003,-001,-001,0002,0000,0001
0000,0000,-001,0001,0000,-001,0002,0001,0001
0000,0000,-001,0001,0000,-001,0001,0001,0001
0000,0000,-001,0001,0000,-002,0001,0001,0001
0000,0000,0000,0000,0000,-002,-002,-001,0000
0000,0000,-001,0000,0000,-002,-001,-001,0000
0000,0000,0001,0000,0000,-001,-001,-001,0000
0001,0000,-001,-001,0000,-002,-001,-001,0000
0001,0000,-001,-001,0000,-002,0000,-001,0001
0001,0000,-001,-001,0000,-002,0000,-001,0001
0002,0000,-001,0001,0000,-002,0000,0001,0001
0002,0000,-001,0001,0000,0002,0000,0001,0001
0002,0000,-001,0001,0000,0002,0001,0001,0001
0001,0001,0000,0000,0000,0000,0000,0002,0000
-001,0001,0000,0000,0000,-002,0000,0002,0001
-001,0001,0001,0000,-001,-001,0000,0002,0001
0000,0004,0001,0000,-001,-003,0000,-001,0003
0000,0004,0001,0001,-001,-003,0000,-001,0003
0000,0004,0002,0001,-001,-003,0000,-001,0003
0001,0000,0001,0002,0000,-001,-001,0001,-001
0001,0001,0001,0002,0000,-001,-001,0001,-001
0001,0001,0001,0002,0000,-001,-001,0001,-001
0000,0001,-001,0000,0000,-001,0000,0000,0001
0000,0001,-001,0000,0000,-001,0000,0000,0001
